name,status,taxa,state_count
Lesueur Hakea,Vulnerable,Plants,1
Lake Keepit Hakea,Endangered,Plants,1
Three-veined Hakea,Vulnerable,Plants,1
Lord Howe Abalone,Critically Endangered,Invertebrates,1
Blue Petrel,Vulnerable,Birds,6
"Wingless Raspwort, Square Raspwort",Vulnerable,Plants,3
Tall Velvet Sea-berry,Vulnerable,Plants,2
Prickly Raspwort,Endangered,Plants,1
Broad-fruited Haloragis,Critically Endangered,Plants,1
Hal,Endangered,Plants,1
Rainforest Cool-skink,Vulnerable,Reptiles,2
"Giant Burrowing Frog, Eastern Owl Frog",Endangered,Frogs,1
"Southern Owl Frog, Southern Giant Burrowing Frog",Endangered,Frogs,2
-,Vulnerable,Plants,1
-,Endangered,Plants,1
Red Snakebush,Endangered,Plants,1
"Sargents Snakebush, Colourful Snakebush",Endangered,Plants,1
Grey Snake,Endangered,Reptiles,2
Lemuroid Ringtail Possum,Endangered,Mammals,1
Branched Hemigenia,Critically Endangered,Plants,1
"New Zealand Pigeon (Norfolk Island race), Norfolk Island New Zealand Pigeon",Extinct,Birds,0
Chapman's Hensmania,Vulnerable,Plants,1
"Douglas' Broad-headed Bee, Rottnest Bee",Critically Endangered,Invertebrates,1
-,Vulnerable,Plants,1
Bandalup Buttercup,Critically Endangered,Plants,1
-,Endangered,Plants,1
Basalt Guinea-flower,Endangered,Plants,1
-,Critically Endangered,Plants,1
-,Endangered,Plants,1
Ooldea Guinea-flower,Vulnerable,Plants,2
Dergholm Guinea-flower,Vulnerable,Plants,1
Euroa Guinea-flower,Vulnerable,Plants,1
-,Vulnerable,Plants,1
Bundanoon Guinea-flower,Endangered,Plants,1
-,Critically Endangered,Plants,1
-,Critically Endangered,Plants,1
-,Critically Endangered,Plants,1
Julian's Hibbertia,Critically Endangered,Plants,1
-,Critically Endangered,Plants,1
Yundi Guinea-flower,Critically Endangered,Plants,1
Wheeler's Buttercup,Critically Endangered,Plants,1
a shrub,Vulnerable,Plants,1
-,Vulnerable,Plants,1
Phillip Island Hibiscus,Critically Endangered,Plants,0
"Monkey Nut, Bopple Nut, Red Bopple, Red Bopple Nut, Red Nut, Beef Nut, Red Apple Nut, Red Boppel Nut, Ivory Silky Oak",Vulnerable,Plants,2
"White's Seahorse, Crowned Seahorse, Sydney Seahorse",Endangered,Fish,2
Arnhem Leaf-nosed Bat,Endangered,Mammals,1
"Semon's Leaf-nosed Bat, Greater Wart-nosed Horseshoe-bat",Vulnerable,Mammals,1
White-throated Needletail,Vulnerable,Birds,6
Belson's Panic,Vulnerable,Plants,2
-,Critically Endangered,Plants,1
-,Critically Endangered,Plants,1
Bolivia Homoranthus,Critically Endangered,Plants,1
-,Vulnerable,Plants,1
a shrub,Endangered,Plants,1
-,Critically Endangered,Plants,1
-,Vulnerable,Plants,1
-,Vulnerable,Plants,1
-,Vulnerable,Plants,1
-,Vulnerable,Plants,1
-,Vulnerable,Plants,1
Broad-headed Snake,Endangered,Reptiles,1
Bornemissza's Stag Beetle,Critically Endangered,Invertebrates,1
Simson's Stag Beetle,Vulnerable,Invertebrates,1
Vanderschoor's Stag Beetle,Vulnerable,Invertebrates,1
a vine,Vulnerable,Plants,1
Water Tassel-fern,Extinct,Plants,1
Ninghan Violet,Critically Endangered,Plants,1
a palm,Vulnerable,Plants,1
Shy Heathwren (Kangaroo Island),Vulnerable,Birds,1
-,Extinct,Plants,1
a filmy fern,Extinct,Plants,1
-,Endangered,Plants,1
Long-leaved Myrtle,Vulnerable,Plants,1
-,Endangered,Plants,1
chittering Myrtle,Endangered,Plants,1
Bulloak Jewel Butterfly,Critically Endangered,Invertebrates,1
"Downy Ground-fern, Brake Fern, Ground Fern",Vulnerable,Plants,0
Scrambling Ground-fern,Endangered,Plants,1
Lake Pedder Earthworm,Extinct,Invertebrates,1
"Buff-banded Rail (Cocos (Keeling) Islands), Ayam Hutan",Endangered,Birds,0
"Macquarie Island Buff-banded Rail, Buff-banded Rail (Macquarie Island)",Extinct,Birds,1
Lord Howe Woodhen,Endangered,Birds,1
Bald Carp Gudgeon,Critically Endangered,Fish,1
Glenelg Freshwater Mussel,Critically Endangered,Invertebrates,1
"Shield-backed Trapdoor Spider, Black Rugose Trapdoor Spider",Vulnerable,Invertebrates,1
Mistletoe,Vulnerable,Plants,0
-,Endangered,Plants,1
"Delicate Cress, Illawarra Irene",Endangered,Plants,1
Isoglossa,Endangered,Plants,1
Golden Bandicoot (mainland),Vulnerable,Mammals,6
Golden Bandicoot (Barrow Island),Vulnerable,Mammals,1
Southern Brown Bandicoot (Nuyts Archipelago),Vulnerable,Mammals,1
"Southern Brown Bandicoot (eastern), Southern Brown Bandicoot (south-eastern)",Endangered,Mammals,4
Fletcher's Drumsticks,Vulnerable,Plants,1
Robust Coneflower,Critically Endangered,Plants,1
"Albany Cone Bush, Hook-leaf Isopogon",Endangered,Plants,1
"Sand Ixodia, Ixodia",Vulnerable,Plants,2
Pungent Jacksonia,Endangered,Plants,1
"Quairading Jacksonia, Quairading Stinkwood",Endangered,Plants,1
Collie Jacksonia,Endangered,Plants,1
a shrub,Vulnerable,Plants,1
-,Critically Endangered,Plants,1
Woodland Babingtonia,Endangered,Plants,2
Kelleria,Vulnerable,Plants,1
Northcliffe Kennedia,Vulnerable,Plants,1
Augusta Kennedia,Endangered,Plants,1
-,Vulnerable,Plants,1
Key's Matchstick Grasshopper,Endangered,Invertebrates,3
Cape Range Remipede,Vulnerable,Invertebrates,1
-,Vulnerable,Plants,1
-,Vulnerable,Plants,1
-,Endangered,Plants,1
-,Vulnerable,Plants,1
-,Critically Endangered,Plants,1
"Adamson's Blown-grass, Adamson's Blowngrass",Endangered,Plants,1
"Spalding Blown Grass, Spalding Blowngrass",Endangered,Plants,1
"Kuluwarri, Central Hare-wallaby",Extinct,Mammals,2
Spectacled Hare-wallaby (Barrow Island),Vulnerable,Mammals,1
Rufous Hare-wallaby (Bernier Island),Vulnerable,Mammals,1
"Mala, Rufous Hare-Wallaby (Central Australia)",Endangered,Mammals,4
Rufous Hare-wallaby (Dorre Island),Vulnerable,Mammals,1
"Rufous Hare-wallaby (south-western), Woorap",Extinct,Mammals,1
Eastern Hare-wallaby,Extinct,Mammals,4
Banded Hare-wallaby (mainland),Extinct,Mammals,1
"Banded Hare-wallaby, Merrnine, Marnine, Munning",Vulnerable,Mammals,1
Norfolk Island Long-tailed Triller,Extinct,Birds,0
Prickly Honeysuckle,Endangered,Plants,1
Western Prickly Honeysuckle,Endangered,Plants,1
Fairall's Honeysuckle,Critically Endangered,Plants,1
Roundleaf Honeysuckle,Endangered,Plants,1
Long Sunskink,Critically Endangered,Reptiles,1
-,Vulnerable,Plants,1
-,Vulnerable,Plants,1
Wing-fruited Lasiopetalum,Endangered,Plants,1
Round-leaf Lasiopetalum,Endangered,Plants,1
-,Critically Endangered,Plants,1
Proston Lasiopetalum,Critically Endangered,Plants,1
"Northern Hairy-nosed Wombat, Yaminon",Critically Endangered,Mammals,2
"Shield-fern, Shieldfern",Endangered,Plants,0
a fern,Vulnerable,Plants,1
Swift Parrot,Critically Endangered,Birds,6
-,Critically Endangered,Plants,1
-,Vulnerable,Plants,1
Kalbarri Leschenaultia,Vulnerable,Plants,1
Scarlet Leschenaultia,Endangered,Plants,1
-,Critically Endangered,Plants,1
Wrinkled Buttons,Vulnerable,Plants,1
-,Critically Endangered,Plants,1
Kangaroo Island Phebalium,Endangered,Plants,1
-,Endangered,Plants,1
-,Critically Endangered,Plants,1
-,Vulnerable,Plants,1
-,Vulnerable,Plants,1
Rylstone Bell,Vulnerable,Plants,1
-,Critically Endangered,Plants,1
a short-tongued bee,Critically Endangered,Invertebrates,1
Malleefowl,Vulnerable,Birds,5
-,Extinct,Plants,1
-,Critically Endangered,Plants,2
Spiny Peppercress,Vulnerable,Plants,3
Drummond's Lepidium,Extinct,Plants,1
Ginninderra Peppercress,Critically Endangered,Plants,1
"Basalt Pepper-cress, Peppercress, Rubble Pepper-cress, Pepperweed",Endangered,Plants,4
Winged Pepper-cress,Endangered,Plants,4
Wandering Pepper-cress,Endangered,Plants,2
Erect Pepper-cress,Vulnerable,Plants,2
"Olive Ridley Turtle, Pacific Ridley Turtle",Endangered,Reptiles,4
"Christmas Island Gecko, Lister's Gecko",Critically Endangered,Reptiles,0
"Little Mountain Palm, Moorei Palm",Critically Endangered,Plants,1
Beaked Lepidosperma,Endangered,Plants,1
"Lesser Stick-nest Rat,Tjooyalpi, White-tailed Stick-nest Rat",Extinct,Mammals,5
"Wopilkara, Greater Stick-nest Rat",Vulnerable,Mammals,3
Diels' Currant Bush,Vulnerable,Plants,1
-,Critically Endangered,Plants,1
-,Critically Endangered,Plants,1
Deane's Tea-tree,Vulnerable,Plants,1
Stringybark Tea-tree,Critically Endangered,Plants,1
-,Critically Endangered,Plants,1
Monga Tea-tree,Endangered,Plants,1
"Allan's Lerista, Retro Slider",Endangered,Reptiles,1
Nubbined Fine-lined Slider,Endangered,Reptiles,1
Nevin's Slider,Endangered,Reptiles,1
Rochford Slider,Endangered,Reptiles,1
"Mount Cooper Striped Skink, Mount Cooper Striped Lerista",Vulnerable,Reptiles,1
"Imperial Shag (Heard Island), Heard Shag",Vulnerable,Birds,0
Imperial Shag (Macquarie Island),Vulnerable,Birds,1
"Hoary Sunray, Grassland Paper-daisy",Endangered,Plants,5
Blind Velvet Worm,Endangered,Invertebrates,1
Torrington Beard-heath,Endangered,Plants,1
Small-flowered Leucopogon,Extinct,Plants,1
Woronora Beard-heath,Vulnerable,Plants,1
Stirling Range Beard Heath,Critically Endangered,Plants,1
Thick-margined Leucopogon,Endangered,Plants,1
-,Endangered,Plants,1
Hidden Beard-heath,Endangered,Plants,1
-,Endangered,Plants,1
-,Critically Endangered,Plants,1
-,Vulnerable,Plants,1
Ironstone Beard-heath,Critically Endangered,Plants,1
"Western Australian Lewin's Rail, Lewin's Rail (western)",Extinct,Birds,1
Pilbara Olive Python,Vulnerable,Reptiles,1
"Helmeted Honeyeater, Yellow-tufted Honeyeater (Helmeted)",Critically Endangered,Birds,1
Asian Dowitcher,Vulnerable,Birds,4
Baudin's Sea-lavender,Vulnerable,Plants,1
"Nunivak Bar-tailed Godwit, Western Alaskan Bar-tailed Godwit",Endangered,Birds,7
"Northern Siberian Bar-tailed Godwit, Russkoye Bar-tailed Godwit",Endangered,Birds,3
Black-tailed Godwit,Endangered,Birds,7
Granite Mudwort,Vulnerable,Plants,1
-,Vulnerable,Plants,1
Guthega Skink,Endangered,Reptiles,2
"Great Desert Skink, Tjakura, Warrarna, Mulyamiji, Tjalapa, Nampu",Vulnerable,Reptiles,3
Mountain Skink,Endangered,Reptiles,3
"Jurien Bay Skink, Jurien Bay Rock-skink",Vulnerable,Reptiles,1
"Slater's Skink, Floodplain Skink",Endangered,Reptiles,1
"Swamp Skink, Eastern Mourning Skink",Endangered,Reptiles,3
"Broad-toothed Stag Beetle, Wielangta Stag Beetle",Endangered,Invertebrates,1
Green and Golden Bell Frog,Vulnerable,Frogs,3
Booroolong Frog,Endangered,Frogs,3
"Yellow-spotted Tree Frog, Yellow-spotted Bell Frog",Critically Endangered,Frogs,2
Davies' Tree Frog,Vulnerable,Frogs,1
"Australian Lace-lid, Lace-eyed Tree Frog, Day's Big-eyed Treefrog",Vulnerable,Frogs,1
Kroombit Treefrog,Critically Endangered,Frogs,1
"Northern Heath Frog, Littlejohn's Tree Frog",Endangered,Frogs,1
Armoured Mist Frog,Critically Endangered,Frogs,1
Kuranda Tree Frog,Critically Endangered,Frogs,1
"Mountain Mist Frog, Nyakala Frog",Critically Endangered,Frogs,1
Wallum Sedge Frog,Vulnerable,Frogs,2
Peppered Tree Frog,Vulnerable,Frogs,1
"Southern Bell Frog, Growling Grass Frog, Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",Vulnerable,Frogs,5
Spotted Tree Frog,Critically Endangered,Frogs,2
"New England Tree Frog, Glandular Frog",Vulnerable,Frogs,2
"Alpine Tree Frog, Verreaux's Alpine Tree Frog",Vulnerable,Frogs,3
"Southern Heath Frog, Watson's Tree Frog",Endangered,Frogs,2
Waxy Cabbage Palm,Vulnerable,Plants,1
"Central Australian Cabbage Palm, Red Cabbage Palm",Endangered,Plants,1
-,Critically Endangered,Plants,1
-,Vulnerable,Plants,1
-,Vulnerable,Plants,1
Kangaroo Island Logania,Vulnerable,Plants,1
King's Lomatia,Critically Endangered,Plants,1
"Major Mitchell's Cockatoo (eastern), Eastern Major Mitchell's Cockatoo, Pink Cockatoo (eastern)",Endangered,Birds,4
Tall Yellow-top,Endangered,Plants,2
"Yellow-snouted Gecko, Yellow-snouted Ground Gecko",Endangered,Reptiles,1
a green alga,Endangered,Invertebrates,1
-,Extinct,Plants,1
Woolly Lysiosepalum,Critically Endangered,Plants,1
"Macadamia Nut, Queensland Nut Tree, Smooth-shelled Macadamia, Bush Nut, Nut Oak",Vulnerable,Plants,2
"Bulberin Nut, Bulburin Nut Tree",Endangered,Plants,1
"Small-fruited Queensland Nut, Gympie Nut",Vulnerable,Plants,1
"Rough-shelled Bush Nut, Macadamia Nut, Rough-shelled Macadamia, Rough-leaved Queensland Nut",Vulnerable,Plants,2
Keighery's Macarthuria,Endangered,Plants,1
"Clarence River Cod, Eastern Freshwater Cod",Endangered,Fish,1
Trout Cod,Endangered,Fish,4
Mary River Cod,Endangered,Fish,1
Murray Cod,Vulnerable,Fish,5
Macquarie Perch,Endangered,Fish,4
Ghost Bat,Vulnerable,Mammals,4
"Southern Giant-Petrel, Southern Giant Petrel",Endangered,Birds,6
Northern Giant Petrel,Vulnerable,Birds,6
-,Vulnerable,Plants,1
Greater Bilby,Vulnerable,Mammals,5
"Yallara, Lesser Bilby, Djoonpi",Extinct,Mammals,4
-,Vulnerable,Plants,1
-,Endangered,Plants,1
-,Endangered,Plants,1
cycad,Endangered,Plants,1
MacDonnell Ranges Cycad,Vulnerable,Plants,1
-,Vulnerable,Plants,1
-,Vulnerable,Plants,1
-,Vulnerable,Plants,1
Pineapple Zamia,Endangered,Plants,1
cycad,Endangered,Plants,1
Chariot Wheels,Vulnerable,Plants,3
Purple-crowned Fairy-wren (western),Endangered,Birds,2
"White-winged Fairy-wren (Barrow Island), Barrow Island Black-and-white Fairy-wren",Vulnerable,Birds,1
"White-winged Fairy-wren (Dirk Hartog Island), Dirk Hartog Black-and-White Fairy-wren",Vulnerable,Birds,1
Black-eared Miner,Endangered,Birds,3
"King Fern, Para, Potato Fern",Endangered,Plants,0
Derwent River Seastar,Critically Endangered,Invertebrates,1
-,Endangered,Plants,1
-,Vulnerable,Plants,1
Clear Milkvine,Vulnerable,Plants,2
-,Vulnerable,Plants,1
"Broad-toothed Rat (mainland), Tooarrana",Endangered,Mammals,4
Gray's Helicarionid Land Snail,Critically Endangered,Invertebrates,0
Phillip Island Helicarionid Land Snail,Critically Endangered,Invertebrates,0
Suter's Striped Glass-snail,Critically Endangered,Invertebrates,0
-,Vulnerable,Plants,1
-,Vulnerable,Plants,1
Giant Gippsland Earthworm,Vulnerable,Invertebrates,1
Biconvex Paperbark,Vulnerable,Plants,1
Deane's Melaleuca,Vulnerable,Plants,1
-,Vulnerable,Plants,1
Wongan Melaleuca,Endangered,Plants,1
-,Endangered,Plants,1
"South-eastern Hooded Robin, Hooded Robin (south-eastern)",Endangered,Birds,5
"Tiwi Islands Hooded Robin, Hooded Robin (Tiwi Islands)",Critically Endangered,Birds,1
Lake Eacham Rainbowfish,Endangered,Fish,1
Malanda Rainbowfish,Critically Endangered,Fish,1
Running River Rainbowfish,Critically Endangered,Fish,1
Narrow-leaf Melichrus,Critically Endangered,Plants,1
Hairy Melichrus,Endangered,Plants,1
Shade Tree,Vulnerable,Plants,0
Norfolk Island Mahoe,Critically Endangered,Plants,0
"Whiteywood, a tree",Vulnerable,Plants,0
Kangaroo Island Brown-headed Honeyeater,Endangered,Birds,1
Bramble Cay Melomys,Extinct,Mammals,1
"Maroubra Woodland Snail, Maroubra Land Snail",Endangered,Invertebrates,1
Narrow-leaved Meryta,Vulnerable,Plants,0
"Shade Tree, Broad-leaved Meryta",Critically Endangered,Plants,0
"Black-footed Tree-rat (Kimberley and mainland Northern Territory), Djintamoonga, Manbul",Endangered,Mammals,2
Black-footed Tree-rat (Melville Island),Vulnerable,Mammals,1
"Black-footed Tree-rat (north Queensland), Shaggy Rabbit-rat",Vulnerable,Mammals,1
Fitzroy Land Snail,Endangered,Invertebrates,1
-,Endangered,Plants,1
Wongan Microcorys,Vulnerable,Plants,1
-,Vulnerable,Plants,1
-,Vulnerable,Plants,1
-,Endangered,Plants,1
-,Vulnerable,Plants,1
"Francistown Cave Cricket, Southern sandstone cave cricket",Critically Endangered,Invertebrates,1
Angus's Onion Orchid,Endangered,Plants,1
South-Coast Mignonette Orchid,Vulnerable,Plants,1
Barrow Cave Gudgeon,Endangered,Fish,1
"Cape Range Cave Gudgeon, Blind Gudgeon",Vulnerable,Fish,1
Southern Bent-wing Bat,Critically Endangered,Mammals,2
Minnie Daisy,Vulnerable,Plants,2
Horsfield's Bushlark (Tiwi Islands),Vulnerable,Birds,1
Southern Elephant Seal,Vulnerable,Mammals,2
-,Critically Endangered,Plants,1
a vine,Vulnerable,Plants,1
"Stuttering Frog, Southern Barred Frog (in Victoria)",Vulnerable,Frogs,3
Fleay's Frog,Endangered,Frogs,2
"Giant Barred Frog, Southern Barred Frog",Vulnerable,Frogs,2
Kangaroo Island Micro-trapdoor Spider,Endangered,Invertebrates,1
Southern Purple Spotted Gudgeon (Murray-Darling Basin population),Endangered,Fish,4
"Flinders Ranges Mogurnda, Flinders Ranges Purple-spotted Gudgeon",Vulnerable,Fish,2
"Dalhousie Mogurnda, Dalhousie Purple-spotted Gudgeon",Critically Endangered,Fish,1
Grass Fern,Extinct,Plants,1
Trailing Monotoca,Endangered,Plants,2
"Non-parasitic Lamprey, Precocious Lamprey",Endangered,Invertebrates,3
"Shrubby Creeper, Pohuehue",Endangered,Plants,0
Tuggeranong Lignum,Endangered,Plants,1
Daintree's River Banana,Extinct,Plants,1
Jerramungup Myoporum,Vulnerable,Plants,1
"Popwood, Sandalwood",Critically Endangered,Plants,0
-,Extinct,Plants,1
-,Vulnerable,Plants,1
Chiddarcooping Myriophyllum,Endangered,Plants,1
Ridged Water-milfoil,Vulnerable,Plants,1
Numbat,Endangered,Mammals,4
Ant Plant,Vulnerable,Plants,1
Beech,Vulnerable,Plants,0
"Purple-leaf Muttonwood, Lismore Muttonwood",Endangered,Plants,1
Masters' Charopid Land Snail,Critically Endangered,Invertebrates,1
Western Sawshelled Turtle,Endangered,Reptiles,2
Purvis' Turtle,Endangered,Reptiles,1
Nangur Spiny Skink,Critically Endangered,Reptiles,1
Balston's Pygmy Perch,Vulnerable,Fish,1
Southern Pygmy Perch (Murray-Darling Basin lineage),Vulnerable,Fish,3
Yarra Pygmy Perch,Endangered,Fish,2
Oxleyan Pygmy Perch,Endangered,Fish,2
Little Pygmy Perch,Endangered,Fish,1
"Variegated Pygmy Perch, Ewens Pygmy Perch, Golden Pygmy Perch",Vulnerable,Fish,2
Flatback Turtle,Vulnerable,Reptiles,4
-,Vulnerable,Plants,1
Windswept Helmet-orchid,Critically Endangered,Plants,1
Leafy Nematolepis,Critically Endangered,Plants,1
-,Critically Endangered,Plants,1
Harsh Nematolepis,Vulnerable,Plants,1
Shiny Nematolepis,Vulnerable,Plants,1
-,Vulnerable,Plants,1
"Australian Lungfish, Queensland Lungfish",Vulnerable,Invertebrates,1
"Star Finch (eastern), Star Finch (southern)",Endangered,Birds,2
A native bee,Critically Endangered,Invertebrates,1
Orange-bellied Parrot,Critically Endangered,Birds,4
Blue-winged Parrot,Vulnerable,Birds,7
"Australian Sea-lion, Australian Sea Lion",Endangered,Mammals,3
-,Vulnerable,Plants,1
Dalhousie Catfish,Critically Endangered,Fish,1
marine brown alga,Endangered,Invertebrates,3
Kangaroo Island White-eared Honeyeater,Endangered,Birds,1
Norfolk Island Kaka,Extinct,Birds,0
-,Vulnerable,Plants,1
"Christmas Island Hawk-Owl, Christmas Boobook",Vulnerable,Birds,0
"Lord Howe Southern Boobook, Lord Howe Boobook Owl",Extinct,Birds,1
"Norfolk Island Boobook, Norfolk Island Morepork, Southern Boobook (Norfolk Island)",Endangered,Birds,0
a green alga,Critically Endangered,Invertebrates,1
Toolache Wallaby,Extinct,Mammals,2
Parma Wallaby,Vulnerable,Mammals,1
Krefft's Tiger Snake (Flinders Ranges),Vulnerable,Reptiles,1
Cooneana Olive,Critically Endangered,Plants,1
Lloyd's Olive,Vulnerable,Plants,1
"Short-tailed Hopping-mouse, Yoontoo",Extinct,Mammals,3
"Northern Hopping-mouse, Woorrentinta",Endangered,Mammals,2
"Dusky Hopping-mouse, Wilkiniti",Vulnerable,Mammals,4
"Long-tailed Hopping-mouse, Koolawa, Talamba",Extinct,Mammals,4
"Large-eared Hopping-mouse, Noompa, Big -eared Hopping-mouse",Extinct,Mammals,1
"Darling Downs Hopping-mouse, Payi",Extinct,Mammals,2
"Broad-cheeked Hopping-mouse, Great Hopping-mouse",Extinct,Mammals,1
"Eastern Curlew, Far Eastern Curlew",Critically Endangered,Birds,7
"Nawaran, Oenpelli Python, Oenpelli Rock Python",Vulnerable,Reptiles,1
"Corben's Long-eared Bat, South-eastern Long-eared Bat",Vulnerable,Mammals,4
"Lord Howe Long-eared Bat, Lord Howe Island Bat",Extinct,Mammals,1
Mossman Fairy Orchid,Critically Endangered,Plants,1
Southern Ochrosia,Endangered,Plants,2
Arcadia Velvet Gecko,Critically Endangered,Reptiles,1
Arid Bronze Azure,Critically Endangered,Invertebrates,1
Minnie Waters Olax,Vulnerable,Plants,1
Arckaringa Daisy,Endangered,Plants,1
Marble Daisy-bush,Vulnerable,Plants,1
-,Vulnerable,Plants,1
Dorrigo Daisy-bush,Endangered,Plants,1
"Swamp Daisy, Water Daisy",Endangered,Plants,1
-,Vulnerable,Plants,1
Small-flowered Daisy-bush,Endangered,Plants,1
-,Extinct,Plants,1
"Silver Daisy-bush, Silver-leaved Daisy, Velvet Daisy-bush",Vulnerable,Plants,1
-,Endangered,Plants,2
"Lord Howe and Norfolk Islands Skink, Lord Howe Island Skink",Vulnerable,Reptiles,1
-,Vulnerable,Plants,1
"Bridled Nail-tail Wallaby, Bridled Nailtail Wallaby",Endangered,Mammals,4
"Crescent Nailtail Wallaby, Tjawalpa, Wurrung",Extinct,Mammals,4
Esperance Dog Weed,Extinct,Plants,1
Bronzeback Snake-lizard,Vulnerable,Reptiles,2
Blind Cave Eel,Vulnerable,Fish,1
Australian Snubfin  Dolphin,Vulnerable,Mammals,3
Rosewood Keeled Snail,Critically Endangered,Invertebrates,2
"Marrawah Skipper, Alpine Sedge Skipper, Alpine Skipper",Vulnerable,Invertebrates,1
"Ptunarra Brown, Ptunarra Brown Butterfly, Ptunarra Xenica",Endangered,Invertebrates,1
-,Vulnerable,Plants,1
Mountain Villarsia,Endangered,Plants,1
"Long-necked Northern Leaf-tailed Gecko, McIlwraith Leaf-tailed Gecko",Critically Endangered,Reptiles,1
"Barrow Island Wallaroo, Barrow Island Euro",Vulnerable,Mammals,1
"Onionwood, Bog Onion, Onion Cedar",Vulnerable,Plants,2
-,Vulnerable,Plants,1
Reflexed Everlasting,Vulnerable,Plants,1
"Clubmoss Everlasting, Table Mountain Daisy Bush",Extinct,Plants,1
-,Vulnerable,Plants,1
Wollumbin Dogwood,Vulnerable,Plants,2
Golden Whistler (Norfolk Island),Vulnerable,Birds,0
Red-lored Whistler,Vulnerable,Birds,3
Fairy Prion (southern),Vulnerable,Birds,6
Edgar Range Pandanus,Endangered,Plants,1
Abbott's Booby,Endangered,Birds,0
Sandplain Duck Orchid,Endangered,Plants,1
Shannon Paragalaxias,Vulnerable,Fish,1
Great Lake Paragalaxias,Vulnerable,Fish,1
Arthurs Paragalaxias,Endangered,Fish,1
-,Critically Endangered,Plants,1
Eltham Copper Butterfly,Endangered,Invertebrates,1
"Bathurst Copper Butterfly, Purple Copper Butterfly, Bathurst Copper, Bathurst Copper Wing, Bathurst-Lithgow Copper, Purple Copper",Vulnerable,Invertebrates,1
Dibbler,Endangered,Mammals,1
Forty-spotted Pardalote,Endangered,Birds,1
Milky Silkpod,Endangered,Plants,1
Mt Larcom Silk Pod,Vulnerable,Plants,1
Tasmanian Live-bearing Seastar,Vulnerable,Invertebrates,1
a grass,Vulnerable,Plants,2
-,Extinct,Plants,1
Spiral-leaved Patersonia,Endangered,Plants,1
Plains-wanderer,Critically Endangered,Birds,5
Omeo Stork's-bill,Endangered,Plants,3
Pennantia,Endangered,Plants,0
Shark Bay Bandicoot,Endangered,Mammals,3
"Western Barred Bandicoot (eastern), Liverpool Plains Striped Bandicoot",Extinct,Mammals,1
"Desert Bandicoot, Walilya",Extinct,Mammals,3
Eastern Barred Bandicoot (Tasmania),Vulnerable,Mammals,1
Eastern Barred Bandicoot (Mainland),Endangered,Mammals,2
"Marl, Western Barred Bandicoot",Extinct,Mammals,1
South-eastern Striped Bandicoot,Extinct,Mammals,2
"Butterfly Bandicoot, Nullarbor Barred Bandicoot",Extinct,Mammals,2
Lord Howe Earthworm,Critically Endangered,Invertebrates,1
"Knotweed, Tall Knotweed",Vulnerable,Plants,2
Needle Geebung,Endangered,Plants,1
Bargo Geebung,Endangered,Plants,1
Mittagong Geebung,Vulnerable,Plants,1
-,Endangered,Plants,1
"Hairy Geebung, Hairy Persoonia",Endangered,Plants,1
-,Extinct,Plants,1
Clandulla Geebung,Vulnerable,Plants,1
Small-flowered Snottygobble,Critically Endangered,Plants,1
-,Endangered,Plants,1
-,Vulnerable,Plants,1
Nodding Geebung,Endangered,Plants,1
-,Endangered,Plants,1
North Rothbury Persoonia,Critically Endangered,Plants,1
-,Extinct,Plants,1
"Greater Glider (northern), Greater Glider (north-eastern Queensland)",Vulnerable,Mammals,1
Greater Glider (southern and central),Endangered,Mammals,4
Yellow-bellied Glider (south-eastern),Vulnerable,Mammals,4
"Yellow-bellied Glider (Wet Tropics), Fluffy Glider",Endangered,Mammals,1
Mahogany Glider,Endangered,Mammals,1
Cape York Rock-wallaby,Endangered,Mammals,1
Nabarlek (Top End),Endangered,Mammals,1
Nabarlek (Victoria River District),Critically Endangered,Mammals,1
Nabarlek (Kimberley),Endangered,Mammals,1
"Warru, Central Australian Rock-wallaby",Vulnerable,Mammals,3
Recherche Rock-wallaby,Vulnerable,Mammals,1
"Wiliji, West Kimberley Rock-wallaby",Endangered,Mammals,1
"Black-flanked Rock-wallaby, Moororong, Black-footed Rock Wallaby",Endangered,Mammals,1
Brush-tailed Rock-wallaby,Vulnerable,Mammals,4
Proserpine Rock-wallaby,Endangered,Mammals,1
"Mount Claro Rock Wallaby, Sharman's Rock Wallaby",Vulnerable,Mammals,1
Yellow-footed Rock-wallaby (central-western Queensland),Vulnerable,Mammals,1
Yellow-footed Rock-wallaby (SA and NSW),Vulnerable,Mammals,2
"Norfolk Island Robin, Pacific Robin",Vulnerable,Birds,0
Laterite Petrophile,Endangered,Plants,1
-,Vulnerable,Plants,1
"Western Ground Parrot, Kyloring",Critically Endangered,Birds,1
Night Parrot,Critically Endangered,Birds,6
"Christmas Island White-tailed Tropicbird, Golden Bosunbird",Endangered,Birds,0
"Red-tailed Tropicbird (Indian Ocean), Indian Ocean Red-tailed Tropicbird",Endangered,Birds,1
Lesser Swamp-orchid,Endangered,Plants,2
Yellow Swamp-orchid,Endangered,Plants,1
-,Vulnerable,Plants,1
Native Moth Orchid,Endangered,Plants,1
-,Vulnerable,Plants,1
"Red-tailed Phascogale, Red-tailed Wambenger, Kenngoor",Vulnerable,Mammals,5
Northern Brush-tailed Phascogale,Vulnerable,Mammals,1
